OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
366730,14600,-37.1916507057185,144.402267467724,14600,2282,MALMSBURY-ELPHINSTONE ROAD btwn CHISHOLM AVENUE & CALDER FREEWAY,WEST BOUND,240,E,254,35,E,0.17,550,,,0.014,0.002,2017,254* (14% 35*) WEST BOUND
366731,15780,-37.6461834908267,145.397030221347,15780,2286,MELBA HIGHWAY btwn ELTHAM-YARRA GLEN ROAD & YARRA GLEN BYPASS,SOUTH WEST BOUND,1600,E,1500,144,E,0.12,3500,,,0.008,0.003,2017,"1,500* (10% 144*) SOUTH WEST BOUND"
366732,15789,-37.7697924684938,144.898971980395,15789,2296,RALEIGH ROAD btwn VAN NESS AVENUE & CLYDE STREET,WEST BOUND,18000,E,16000,411,E,0.03,33000,,,0.001,0.003,2017,"16,000* (3% 411*) WEST BOUND"
366733,15556,-37.7104869754817,145.709574603421,15556,2301,DONNA BUANG ROAD btwn DONNA BUANG ROAD & DONNA BUANG ROAD,WEST BOUND,17,E,15,1,E,0.06,30,,,0.008,0.008,2017,15* (7% 1*) WEST BOUND
366734,9190,-37.6876333900375,145.00246017328,9190,2785,EDGARS ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Offramp,NORTH BOUND,18000,E,17000,1000,E,0.07,34000,,,0.016,0.003,2017,"17,000* (6% 1,000*) NORTH BOUND"
366735,9546,-38.1275928163681,144.626574085554,9546,2811,GEELONG-PORTARLINGTON ROAD btwn BATMAN ROAD & WHITCOMBES ROAD,SOUTH WEST BOUND,4000,E,4300,282,E,0.08,9000,,,0.018000000000000002,0.005,2017,"4,300* (7% 282*) SOUTH WEST BOUND"
366736,9192,-38.1557416549267,144.382263613522,9192,2802,RYRIE STREET btwn HUMBLE STREET & HOLT ROAD,WEST BOUND,16000,E,16000,983,E,0.07,32000,,,0.005,0.002,2017,"16,000* (6% 983*) WEST BOUND"
366737,8990,-38.1515045819025,144.367278966106,8990,2793,RYRIE STREET btwn SWANSTON STREET & BELLERINE STREET,WEST BOUND,7200,E,7600,927,E,0.15,15000,,,0.013000000000000001,0.002,2017,"7,600* (12% 927*) WEST BOUND"
366738,9191,-37.6787533015424,144.999302107425,9191,2783,EDGARS ROAD btwn KINGSWAY DRIVE & MAIN STREET,NORTH BOUND,9300,E,8400,591,E,0.08,20000,,,-0.01,0.014,2017,"8,400* (7% 591*) NORTH BOUND"
366739,9547,-38.1672039786723,144.422315404244,9547,2804,DRYSDALE ROAD btwn MOOLAP STATION ROAD & BOUNDARY ROAD,WEST BOUND,16000,E,17000,1000,E,0.08,33000,,,0.007,0.003,2017,"17,000* (6% 1,000*) WEST BOUND"
366740,9550,-38.1521938116194,144.369795552149,9550,2797,RYRIE STREET btwn FITZROY STREET & UNNAMED,WEST BOUND,7200,E,7600,927,E,0.15,15000,,,0.013000000000000001,0.002,2017,"7,600* (12% 927*) WEST BOUND"
366741,9195,-37.8492818117654,145.012317332129,9195,2813,ORRONG ROAD btwn CLENDON ROAD & MALVERN ROAD,NORTH BOUND,7100,E,6400,395,E,0.07,12000,,,-0.003,0.004,2017,"6,400* (6% 395*) NORTH BOUND"
366742,9553,-37.8466344838828,144.992355274319,9553,2825,COMMERCIAL ROAD btwn PUNT ROAD & IZETT STREET,WEST BOUND,7800,A,7000,431,E,0.07,14000,533,458,-0.015000000000000001,0.005,2017,"7,000 (6% 431*) WEST BOUND"
366743,9000,-38.1808014292669,144.353957663962,9000,2837,BARWON HEADS ROAD btwn SETTLEMENT ROAD & BREAKWATER ROAD,NORTH BOUND,7700,E,8200,534,E,0.08,16000,,,0.034,0.004,2017,"8,200* (7% 534*) NORTH BOUND"
366744,9208,-38.5189366762199,143.714634424118,9208,2854,GRANT STREET btwn COLAC-FORREST ROAD & BLUNDY STREET,NORTH BOUND,435,E,461,77,E,0.21,980,,,0.013000000000000001,0.002,2017,461* (17% 77*) NORTH BOUND
366745,9209,-38.3391772294898,143.79227977516,9209,2856,MAIN STREET btwn ROADKNIGHT STREET & BIRREGURRA-DEANS MARSH ROAD,WEST BOUND,239,E,253,26,E,0.13,520,,,0.023,0.014,2017,253* (10% 26*) WEST BOUND
366746,9562,-38.6311689757504,143.527557328001,9562,2863,BEECH FOREST ROAD btwn MAIN STREET & BEECH FOREST-LAVERS HILL ROAD,NORTH BOUND,532,E,563,57,E,0.12,1100,,,-0.01,0.014,2017,563* (10% 57*) NORTH BOUND
366747,9567,-36.3553641331268,146.326688999398,9567,2874,MURPHY STREET btwn REID STREET & RILEY STREET,WEST BOUND,8000,E,8500,759,E,0.11,16000,,,0.007,0.004,2017,"8,500* (9% 759*) WEST BOUND"
366748,15220,-38.0822379611818,145.276441278226,15220,2424,HIGH STREET btwn SOUTH GIPPSLAND HIGHWAY & CAMMS ROAD,SOUTH BOUND,20000,A,18000,1000,A,0.06,36000,1400,1700,0.005,0.007,2017,"18,000 (6% 1,000*) SOUTH BOUND"
366749,16048,-37.7525922705207,144.777680428306,16048,2405,NEALE ROAD BTWN OAKWOOD ROAD & KEILOR-LAVERTON ROAD,EAST BOUND,5700,E,5200,80,E,0.02,11000,,,0.018000000000000002,0.007,2017,"5,200* (2% 80*) EAST BOUND"
366750,16053,-37.8023554817189,145.443270621751,16053,2407,WANDIN EAST ROAD btwn BEENAK ROAD & NEALE ROAD,SOUTH EAST BOUND,3900,E,3500,205,E,0.07,7000,,,0.025,0.003,2017,"3,500* (6% 205*) SOUTH EAST BOUND"
366751,15216,-37.8571957995571,145.481224195217,15216,2413,MACCLESFIELD ROAD BTWN SWALES ROAD & EWEN ROAD,SOUTH BOUND,470,E,423,17,E,0.05,890,,,0.028,0.003,2017,423* (4% 17*) SOUTH BOUND
366752,15599,-37.8495034714184,144.977870367271,15599,2416,QUEENS ROAD btwn KINGS WAY & LAKESIDE DRIVE,NORTH BOUND,39000,E,35000,1500,E,0.05,70000,,,-0.006,0.004,2017,"35,000* (4% 1,500*) NORTH BOUND"
366753,15847,-38.0848662602063,145.295762935383,15847,2423,NARRE WARREN-CRANBOURNE ROAD btwn CAMMS ROAD & BERWICK-CRANBOURNE ROAD,SOUTH BOUND,13000,E,11000,523,E,0.05,23000,,,0.022000000000000002,0.004,2017,"11,000* (5% 523*) SOUTH BOUND"
366754,15849,-37.7551956828356,145.290722005675,15849,2427,BRUSHY PARK ROAD btwn HOMESTEAD ROAD & BLACK SPRINGS ROAD,NORTH BOUND,3800,E,3400,82,E,0.03,6600,,,-0.001,0.002,2017,"3,400* (2% 82*) NORTH BOUND"
366755,15226,-37.8105721837042,145.269606656537,15226,2438,EASTFIELD ROAD btwn EASTFIELD ROAD & DORSET ROAD,EAST BOUND,2200,E,2000,103,E,0.06,6300,,,-0.003,0.034,2017,"2,000* (5% 103*) EAST BOUND"
366756,15232,-37.6886983981258,144.50660665972,15232,2447,WESTERN FREEWAY btwn HOPETOUN PARK RD & MELTON MAIN RD,EAST BOUND,28000,E,26000,2900,E,0.13,51000,,,0.034,0.003,2017,"26,000* (11% 2,900*) EAST BOUND"
366757,14952,-38.1486128810479,142.330215514921,14952,2180,WOOLSTHORPE-HEYWOOD ROAD btwn WARRNAMBOOL-CARAMUT ROAD & PENSHURST-WARRNAMBOOL ROAD,EAST BOUND,374,E,396,41,E,0.13,780,,,0.018000000000000002,0.003,2017,396* (10% 41*) EAST BOUND
366758,15746,-36.3699166371995,146.378737169126,15746,2190,GREAT ALPINE ROAD btwn RAMPS at HUME FREEWAY,SOUTH EAST BOUND,2100,E,2300,193,E,0.11,4600,,,0.019,0.004,2017,"2,300* (8% 193*) SOUTH EAST BOUND"
366759,14831,-37.9034583148994,145.214535719402,14831,1749,FERNTREE GULLY ROAD btwn EASTLINK & EASTLINK,EAST BOUND,22000,E,20000,1600,E,0.09,40000,,,0.002,0.003,2017,"20,000* (8% 1,600*) EAST BOUND"
366760,15074,-37.8769088773111,145.213409379925,15074,1754,HIGH STREET ROAD btwn EASTLINK & STUD ROAD,EAST BOUND,12000,E,10000,644,E,0.07,23000,,,0.03,0.012,2017,"10,000* (6% 644*) EAST BOUND"
366761,14835,-37.8323843329498,145.227356000079,14835,1760,CANTERBURY ROAD btwn HEATHERDALE ROAD & EASTLINK,WEST BOUND,19000,E,17000,1100,E,0.07,34000,,,0.007,0.003,2017,"17,000* (6% 1,100*) WEST BOUND"
366762,8406,-38.4984904907048,145.272920693169,8406,2045,BACK BEACH ROAD btwn BEACHCOMBER AVENUE & PHILLIP ISLAND ROAD,WEST BOUND,976,E,1000,255,E,0.3,2000,,,0.034,0.024,2017,"1,000* (26% 255*) WEST BOUND"
366763,8964,-38.3344238780239,144.961243279014,8964,2182,POINT NEPEAN ROAD btwn LONSDALE STREET & MCCULLOCH STREET,WEST BOUND,7900,E,7100,451,E,0.07,13000,,,0.016,0.002,2017,"7,100* (6% 451*) WEST BOUND"
366764,15085,-37.8323891723192,145.213348164379,15085,1763,CANTERBURY ROAD btwn EASTLINK & WANTIRNA ROAD,EAST BOUND,15000,E,14000,860,E,0.07,28000,,,-0.017,0.006,2017,"14,000* (6% 860*) EAST BOUND"
366765,8511,-37.1082800194377,144.053649967709,8511,1128,PYRENEES HIGHWAY btwn NEWSTEAD STREET & CREEK ROAD,WEST BOUND,704,A,746,92,E,0.15,1600,60,70,0.025,0.004,2017,746 (12% 92*) WEST BOUND
366766,8926,-37.5859452248489,148.942748536521,8926,1590,COMBIENBAR ROAD btwn COMBIENBAR TRAIL & PRINCES HIGHWAY EAST,NORTH BOUND,28,E,29,5,E,0.21,40,,,-0.022000000000000002,0.045000000000000005,2017,29* (17% 5*) NORTH BOUND
366767,8418,-37.6403693387415,142.341156217904,8418,2516,VICTORIA VALLEY ROAD btwn VICTORIA VALLEY ROAD & DICKIE STREET,NORTH WEST BOUND,98,E,103,8,E,0.09,200,,,-0.034,0.042,2017,103* (8% 8*) NORTH WEST BOUND
366768,8971,-37.5562755883754,149.74623023012,8971,2552,MALLACOOTA ROAD btwn WATERTRUST ROAD & MAURICE AVENUE,NORTH WEST BOUND,512,E,542,74,E,0.17,1100,,,0.026000000000000002,0.018000000000000002,2017,542* (14% 74*) NORTH WEST BOUND
366769,9172,-38.3391459633355,144.292114350178,9172,2743,GREAT OCEAN ROAD btwn BELLS BOULEVARD & UNNAMED,WEST BOUND,3300,E,3500,234,E,0.08,6900,,,-0.001,0.006,2017,"3,500* (7% 234*) WEST BOUND"
366770,8044,-38.7418360807255,143.675261495569,8044,2726,GREAT OCEAN ROAD btwn ROBERTS ROAD & UNNAMED,SOUTH BOUND,1600,E,1700,168,E,0.12,3200,,,0.0,0.006,2017,"1,700* (10% 168*) SOUTH BOUND"
366771,9536,-38.6050929642863,142.879532394755,9536,2647,HAMILTON STREET btwn MACGILLIVRAY ROAD & IRVINE ROAD,WEST BOUND,656,E,695,72,E,0.13,1300,,,0.009000000000000001,0.008,2017,695* (10% 72*) WEST BOUND
366772,9183,-38.363375770509,144.977309937631,9183,2754,ARTHURS SEAT ROAD btwn PURVES ROAD & MAIN CREEK ROAD,WEST BOUND,976,E,878,46,E,0.06,1800,,,0.014,0.002,2017,878* (5% 46*) WEST BOUND
366773,8049,-38.4980913754982,145.273225937542,8049,2763,PHILLIP ISLAND ROAD btwn BACK BEACH ROAD & BERMAGUI CRESCENT,NORTH WEST BOUND,3700,E,3900,530,E,0.17,7900,,,0.011000000000000001,0.01,2017,"3,900* (14% 530*) NORTH WEST BOUND"
366774,8052,-37.8753967090952,145.342804029164,8052,2781,MT DANDENONG TOURIST ROAD btwn SASSAFRAS CREEK ROAD & SHERBROOKE ROAD,NORTH EAST BOUND,3100,E,2800,88,E,0.04,5600,,,0.015000000000000001,0.002,2017,"2,800* (3% 88*) NORTH EAST BOUND"
366775,8984,-37.6938125051723,145.001002376367,8984,2786,EDGARS ROAD btwn METROPOLITAN RING ROAD Offramp & MAHONEYS ROAD,NORTH BOUND,18000,E,16000,1000,E,0.07,31000,,,0.002,0.004,2017,"16,000* (6% 1,000*) NORTH BOUND"
366776,13869,-37.8612107392056,145.211135456128,13869,1764,BURWOOD HIGHWAY btwn MOUNTAIN HIGHWAY & EASTLINK,WEST BOUND,22000,E,19000,712,E,0.04,38000,,,-0.001,0.003,2017,"19,000* (4% 712*) WEST BOUND"
366777,13872,-37.8362181510883,144.975538666603,13872,1786,TOORAK ROAD WEST btwn PARK STREET & PUNT ROAD,EAST BOUND,10000,E,9400,204,E,0.03,20000,,,-0.004,0.001,2017,"9,400* (2% 204*) EAST BOUND"
366778,14846,-37.8421692504126,144.959202931501,14846,1790,FERRARS STREET btwn BRIDPORT STREET & ALBERT ROAD,NORTH BOUND,12000,E,10000,647,E,0.07,20000,,,0.011000000000000001,0.003,2017,"10,000* (6% 647*) NORTH BOUND"
366779,15468,-37.8507642592783,144.954740180971,15468,1795,BEACONSFIELD PARADE btwn MILLS STREET & KERFERD ROAD,SOUTH EAST BOUND,20000,E,18000,716,E,0.05,35000,,,-0.004,0.002,2017,"18,000* (4% 716*) SOUTH EAST BOUND"
366780,15604,-37.7395192838715,145.282040249098,15604,2428,BRUSHY PARK ROAD btwn BLACK SPRINGS ROAD & HOLLOWAY ROAD,SOUTH BOUND,3600,E,3200,78,E,0.03,6600,,,0.026000000000000002,0.006,2017,"3,200* (2% 78*) SOUTH BOUND"
366781,15853,-37.6842708264461,144.484025278268,15853,2443,THE AVENUE OF HONOUR btwn WOOLPACK ROAD & WESTERN HIGHWAY Offramp,WEST BOUND,4900,E,5200,351,E,0.08,13000,,,0.008,0.009000000000000001,2017,"5,200* (7% 351*) WEST BOUND"
366782,16062,-37.6884631670298,144.505647169963,16062,2448,WESTERN FREEWAY btwn HOPETOUN PARK ROAD BACCHUS MARSH-GISBORNE ROAD,WEST BOUND,19000,E,20000,2400,E,0.15,20000,,,0.021,0.003,2017,"20,000* (12% 2,400*) WEST BOUND"
366783,15235,-38.1755995789001,144.293779699842,15235,2128,GEELONG RING ROAD BTWN BARRABOOL ROAD & PRINCES HIGHWAY WEST,NORTH BOUND,14000,E,14000,1300,E,0.11,28000,,,0.043000000000000003,0.008,2017,"14,000* (10% 1,300*) NORTH BOUND"
366784,15857,-37.9272380478561,145.2518310858,15857,2457,WELLINGTON ROAD btwn SILKWOOD WAY & NAPOLEON ROAD,EAST BOUND,15000,A,13000,689,E,0.06,24000,565,1600,-0.004,0.004,2017,"13,000 (5% 689*) EAST BOUND"
366785,15861,-37.9132460110782,145.258056632902,15861,2459,KELLETTS ROAD btwn TAYLORS LANE & ST LAWRANCE WAY,WEST BOUND,13000,A,12000,729,E,0.07,22000,1800,652,0.025,0.013000000000000001,2017,"12,000 (6% 729*) WEST BOUND"
366786,15239,-37.8644969144617,144.60296349164,15239,2466,BALLAN ROAD btwn KINGLAKE DRIVE & MANOR LAKES BOULEVARD,SOUTH EAST BOUND,2300,E,2100,304,E,0.17,3800,,,0.016,0.002,2017,"2,100* (14% 304*) SOUTH EAST BOUND"
366787,15553,-37.8334695795995,144.932768863044,15553,2002,PLUMMER STREET W BD BTWN WILLIAMSTOWN ROAD & PROHASKY STREET,NORTH WEST BOUND,9500,E,8500,990,E,0.13,16000,,,0.009000000000000001,0.004,2017,"8,500* (12% 990*) NORTH WEST BOUND"
366788,14190,-37.764205248213,144.938169932758,14190,191,WILSON STREET btwn WILSON STREET & VICTORIA STREET,WEST BOUND,2400,E,2100,86,E,0.05,2100,,,-0.008,0.004,2017,"2,100* (4% 86*) WEST BOUND"
366789,13773,-37.7343950345163,145.013686929889,13773,198,WOOD STREET btwn HIGH STREET & PLENTY ROAD,WEST BOUND,2600,E,2400,80,E,0.04,4800,,,0.011000000000000001,0.005,2017,"2,400* (3% 80*) WEST BOUND"
366790,14433,-37.7848667110407,145.378431459443,14433,209,WRAY CRESCENT btwn ALICE STREET & YORK ROAD,NORTH WEST BOUND,3900,E,3500,205,E,0.07,7000,,,0.025,0.003,2017,"3,500* (6% 205*) NORTH WEST BOUND"
366791,14761,-37.7251997154472,145.378479097207,14761,8775,STATION STREET btwn COLDSTREAM WEST ROAD & MAROONDAH HIGHWAY,WEST BOUND,3900,E,3500,205,E,0.07,7000,,,0.025,0.003,2017,"3,500* (6% 205*) WEST BOUND"
366792,14500,-37.8876303344357,144.709458336461,14500,2050,PRINCES FREEWAY WEST BTWN RAMPS AT WERRIBEE MAIN ROAD,NORTH BOUND,48000,E,44000,3800,E,0.1,44000,,,0.034,0.003,2017,"44,000* (9% 3,800*) NORTH BOUND"
366793,15934,-38.1707670830373,145.967469792496,15934,2072,PRINCES FWY EAST SE BD BTWN RAMPS AT DROUIN-WARRAGUL RD,SOUTH EAST BOUND,12000,E,12000,1400,E,0.14,24000,,,0.033,0.006,2017,"12,000* (12% 1,400*) SOUTH EAST BOUND"
366794,14925,-37.5120370413403,143.809385772233,14925,2076,WESTERN FWY SE BD BTWN RAMPS AT BALLARAT-MARYBOROUGH RD (LEARMONTH RD),NORTH WEST BOUND,4000,E,4200,1100,E,0.32,8400,,,0.02,0.002,2017,"4,200* (26% 1,100*) NORTH WEST BOUND"
366795,15168,-38.0582334406359,144.38595849866,15168,2086,FOREST-PRINCES OUT RAMP N Bd btwn PRINCES FREEWAY WEST &,NORTH EAST BOUND,5300,E,5600,316,E,0.07,11000,,,0.021,0.004,2017,"5,600* (6% 316*) NORTH EAST BOUND"
366796,14512,-38.1318516358016,145.13539026489,14512,2099,MORNINGTON PENINSULA ROUTE BTWN RAMPS AT FRANKSTON-DANDENONG,NORTH BOUND,31000,E,28000,1500,E,0.06,56000,,,0.005,0.008,2017,"28,000* (5% 1,500*) NORTH BOUND"
366797,14931,-38.6618343306288,145.929585834317,14931,2113,BUFFALO-TARWIN LOWER ROAD E BD btwn TARWIN LOWER ROAD & MEENIYAN-PROMONTORY ROAD,EAST BOUND,364,E,385,45,E,0.15,760,,,-0.005,0.015000000000000001,2017,385* (12% 45*) EAST BOUND
366798,15949,-38.1375214229631,144.297941294367,15949,2116,GEELONG RING ROAD BTWN HAMILTON HIGHWAY & GEELONG RING ROAD,SOUTH BOUND,16000,E,17000,1600,E,0.12,33000,,,0.032,0.005,2017,"17,000* (9% 1,600*) SOUTH BOUND"
366799,14518,-38.1691847740044,144.309753784482,14518,2122,BARRABOOL ROAD btwn GEELONG RING ROAD & MERRAWARP ROAD,WEST BOUND,7100,E,7500,459,E,0.08,15000,,,0.011000000000000001,0.002,2017,"7,500* (6% 459*) WEST BOUND"
366800,14937,-38.1665413990586,144.291910717213,14937,2126,GEELONG RING ROAD BTWN RAMPS AT BARRABOOL ROAD,NORTH BOUND,15000,E,16000,1400,E,0.11,33000,,,0.044000000000000004,0.008,2017,"16,000* (9% 1,400*) NORTH BOUND"
366801,15185,-37.7863545457414,144.791036000622,15185,2129,FITZGERALD ROAD btwn GLENGALA ROAD & WESTERN RING ROAD,SOUTH BOUND,5300,E,4800,167,E,0.04,9400,,,-0.003,0.001,2017,"4,800* (3% 167*) SOUTH BOUND"
366802,14932,-38.664581525833,146.018583053897,14932,2113,BUFFALO-TARWIN LOWER ROAD E BD btwn TARWIN LOWER ROAD & MEENIYAN-PROMONTORY ROAD,WEST BOUND,355,E,376,60,E,0.2,760,,,-0.009000000000000001,0.015000000000000001,2017,376* (16% 60*) WEST BOUND
366803,15950,-38.1100924778734,144.320743168307,15950,2117,GEELONG RING ROAD BTWN GEELONG RING ROAD & MILAND HIGHWAY,SOUTH BOUND,14000,E,15000,1400,E,0.12,29000,,,0.02,0.003,2017,"15,000* (10% 1,400*) SOUTH BOUND"
366804,14519,-38.1719847741615,144.292779656339,14519,2121,BARRABOOL ROAD btwn GEELONG RING RAMP & GEELONG RING ROAD,WEST BOUND,7100,E,7500,459,E,0.08,15000,,,0.011000000000000001,0.002,2017,"7,500* (6% 459*) WEST BOUND"
366805,15952,-38.1758005375839,144.293675192274,15952,2126,GEELONG RING ROAD BTWN RAMPS AT BARRABOOL ROAD,SOUTH BOUND,16000,E,17000,1600,E,0.11,33000,,,0.036000000000000004,0.006,2017,"17,000* (9% 1,600*) SOUTH BOUND"
366806,15691,-36.8464573368012,145.144073514091,15691,2640,NAGAMBIE MAIN ROAD BTWN GOULBURN VALLEY FREEWAY & AVENEL-NAGAMBIE ROAD,WEST BOUND,1900,E,2100,249,E,0.15,4200,,,0.016,0.003,2017,"2,100* (12% 249*) WEST BOUND"
366807,16148,-36.7570799455838,145.178158769405,16148,2644,GOULBURN VALLEY FREEWAY BTWN NAGAMBIE MAIN ROAD & GRIMWADE ROAD,SOUTH BOUND,3500,E,3700,922,E,0.31,7300,,,0.02,0.002,2017,"3,700* (25% 922*) SOUTH BOUND"
366808,16154,-37.6225509566179,145.192336309482,16154,2667,ARTHURS CREEK ROAD btwn DOCTORS GULLY ROAD &,NORTH BOUND,3900,E,3500,205,E,0.07,7000,,,0.025,0.003,2017,"3,500* (6% 205*) NORTH BOUND"
366809,16159,-38.3797637893518,144.975975859198,16159,2672,MAIN CREEK ROAD btwn ARTHURS SEAT ROAD & LOCALITY BOUNDARY,SOUTH BOUND,649,E,584,34,E,0.07,1200,,,0.025,0.003,2017,584* (6% 34*) SOUTH BOUND
366810,16277,-37.8425880112824,144.67038132019,16277,2676,TARNEIT ROAD btwn BOUNDARY ROAD & HUMMINGBIRD BOULEVARD,SOUTH BOUND,10000,E,9100,534,E,0.07,18000,,,0.027,0.003,2017,"9,100* (6% 534*) SOUTH BOUND"
366811,14211,-37.6085178677165,145.031326103576,14211,903,CRAIGIEBURN ROAD btwn EPPING ROAD & HUME FWY ONRAMP,EAST BOUND,4300,E,3900,539,E,0.16,8200,,,0.016,0.002,2017,"3,900* (14% 539*) EAST BOUND"
366812,15390,-37.6518809789686,145.023712307895,15390,908,COOPER STREET btwn EDGARS ROAD & HIGH STREET Start,WEST BOUND,25000,E,23000,1500,E,0.08,37000,,,0.054,0.011000000000000001,2017,"23,000* (7% 1,500*) WEST BOUND"
366813,14217,-37.6011415233669,144.958433254355,14217,243,HUME FWY BTWN AMAROO RD & CRAIGIEBURN RD,NORTH BOUND,18000,E,16000,1700,E,0.12,32000,,,0.07,0.005,2017,"16,000* (11% 1,700*) NORTH BOUND"
366814,14219,-36.1110484056811,146.888595640637,14219,916,HUME FREEWAY btwn Hume Hwy ramps,EAST BOUND,16000,E,16000,3800,E,0.28,33000,,,0.034,0.007,2017,"16,000* (24% 3,800*) EAST BOUND"
366815,14591,-37.9688960547727,145.196590415179,14591,2264,HEATHERTON LINK ROAD BTWN HEATHERTON ROAD & PRINCES HIGHWAY EAST,NORTH EAST BOUND,2700,E,2400,150,E,0.07,5400,,,-0.003,0.001,2017,"2,400* (6% 150*) NORTH EAST BOUND"
366816,16007,-37.0660021479499,146.116393988208,16007,2270,MT BULLER ROAD btwn STIRLING ROAD & MOUNT STIRLING ROAD,EAST BOUND,862,E,913,115,E,0.16,1800,,,0.019,0.007,2017,913* (13% 115*) EAST BOUND
366817,16010,-37.1032506386708,144.316379585373,16010,2274,PYRENEES HIGHWAY btwn PYRENEES HIGHWAY & CALDER HIGHWAY Offramp,WEST BOUND,1800,E,1900,240,E,0.16,3800,,,0.011000000000000001,0.051000000000000004,2017,"1,900* (13% 240*) WEST BOUND"
366818,14597,-37.0960403387434,144.326626384178,14597,2279,PYRENEES HIGHWAY btwn CALDER HIGHWAY & CALDER FREEWAY,EAST BOUND,5300,E,5600,946,E,0.21,11000,,,0.019,0.002,2017,"5,600* (17% 946*) EAST BOUND"
366819,16014,-37.1916507056619,144.40226745646,16014,2283,MALMSBURY-ELPHINSTONE ROAD btwn RAMPS AT CALDER FREEWAY,EAST BOUND,279,E,295,42,E,0.18,550,,,0.014,0.002,2017,295* (14% 42*) EAST BOUND
366820,15784,-36.7223932054675,146.805634484496,15784,2292,MOUNT BUFFALO ROAD NE BD btwn MOUNT BUFFALO ROAD & GREAT ALPINE ROAD,NORTH EAST BOUND,358,E,379,26,E,0.08,760,,,0.019,0.016,2017,379* (7% 26*) NORTH EAST BOUND
366821,15788,-37.7694354322558,144.89595037689,15788,2296,RALEIGH ROAD btwn VAN NESS AVENUE & CLYDE STREET,EAST BOUND,19000,E,17000,484,E,0.03,33000,,,-0.004,0.003,2017,"17,000* (3% 484*) EAST BOUND"
366822,15345,-37.8397006475305,146.263364835417,15345,2706,MT BAW BAW TOURIST ROAD btwn WILLOW GROVE ROAD & TINGARINGY CRESCENT,EAST BOUND,110,E,116,25,E,0.26,160,,,-0.083,0.025,2017,116* (22% 25*) EAST BOUND
366823,15347,-37.7429165535051,144.693740514446,15347,402,WESTERN FREEWAY btwn LEAKES ROAD & WESTERN HIGHWAY Offramp,WEST BOUND,31000,E,28000,2600,E,0.11,58000,,,0.041,0.004,2017,"28,000* (9% 2,600*) WEST BOUND"
366824,16186,-37.7267587208098,144.656751968806,16186,2712,WESTERN FREEWAY btwn RAMPS AT LEAKES ROAD,NORTH WEST BOUND,31000,E,28000,3200,E,0.13,57000,,,0.039,0.003,2017,"28,000* (11% 3,200*) NORTH WEST BOUND"
366825,15350,-38.0752730699697,144.332148379809,15350,2725,ANAKIE ROAD BTWN ASHER ROAD & PRINCES FREEWAY WEST,SOUTH EAST BOUND,596,E,631,79,E,0.15,1100,,,0.013000000000000001,0.002,2017,631* (13% 79*) SOUTH EAST BOUND
366826,810,-35.6873330496912,142.667232964174,810,851,SUNRAYSIA HIGHWAY btwn UNNAMED & BEULAH-BIRCHIP ROAD,SOUTH BOUND,90,E,95,20,E,0.26,200,,,0.025,0.002,2017,95* (21% 20*) SOUTH BOUND
366827,1015,-37.5432225078306,145.66941518181,1015,1069,MAROONDAH HIGHWAY btwn BUXTON-MARYSVILLE ROAD & MARYSVILLE ROAD,NORTH BOUND,743,E,787,119,E,0.19,1600,,,0.022000000000000002,0.013000000000000001,2017,787* (15% 119*) NORTH BOUND
366828,1042,-37.9648850207478,142.525724216966,1042,1190,HAMILTON HIGHWAY btwn WILLIAM STREET & CONNEWARREN LANE,EAST BOUND,371,E,393,89,E,0.28,820,,,0.008,0.004,2017,393* (23% 89*) EAST BOUND
366829,15625,-37.7578620059883,144.791337030808,15625,2482,CAIRNLEA DRIVE btwn FURLONG ROAD WESTERN HIGHWAY,SOUTH BOUND,5700,E,5200,80,E,0.02,11000,,,0.018000000000000002,0.007,2017,"5,200* (2% 80*) SOUTH BOUND"
366830,13852,-38.089980852316,145.471342378995,13852,1682,MCGREGOR ROAD btwn On & off ramps Princes Fwy,SOUTH BOUND,4500,E,4100,239,E,0.07,8400,,,0.266,0.057,2017,"4,100* (6% 239*) SOUTH BOUND"
366831,15039,-38.0905191243583,145.490616718114,15039,1687,Koo Wee Rup Rd Btwn On & Off Ramps Princes Fwy East,SOUTH BOUND,5800,E,5200,782,E,0.17,9800,,,0.048,0.008,2017,"5,200* (15% 782*) SOUTH BOUND"
366832,14262,-38.0601381357735,145.409988554272,14262,1693,PRINCES HIGHWAY EAST btwn Tivendale Rd & Cardinia Rd,EAST BOUND,12000,E,11000,640,E,0.07,20000,,,-0.058,0.032,2017,"11,000* (6% 640*) EAST BOUND"
366833,13854,-37.8394372936674,144.747082703047,13854,1678,Leakes Road btwn PALMERS ROAD & Old Geelong Road,WEST BOUND,7600,E,6800,325,E,0.05,14000,,,0.062,0.011000000000000001,2017,"6,800* (5% 325*) WEST BOUND"
